adaptation_id,experiment_run_id,task_code,learner_code,target_attempt_number,support_level,generation_method,child_instruction,word_count,answer_format,provider,model_name,processing_time_ms,estimated_cost,created_at
33f179fc-71cb-4f81-a075-6db0392526a9,59abdbe7-33cf-4b2f-93c1-f25ee1b8fc79,TASK-ENG-010,CHILD-004,1,moderate,hybrid,Plant seed in the dirt.,5,tap_and_place,simulated_llm,gemini-1.5-flash-simulated,45,0.0001,2026-09-17T15:01:00.932074
491d74d2-3159-4508-a440-f8e3672cecc8,67d3f484-7eaa-4130-b4e3-1a2da7df301a,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, put your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,2,0.0,2026-09-17T15:01:01.040368
22d90028-f273-4e22-8388-34657182de7a,67d3f484-7eaa-4130-b4e3-1a2da7df301a,TASK-ENG-001,CHILD-001,2,strong,fallback,Put the paper in the green bin.,7,tap_and_place,local_fallback_template,rule_fallback_v1,1,0.0,2026-09-17T15:01:01.124572
ebeeb2de-6350-4dbe-abc2-e90fb8a5ee36,2e91d420-25f2-48af-962e-092925c2f7cb,TASK-ENG-006,CHILD-003,1,mild,hybrid,Put cat under the desk.,5,drag_and_drop,simulated_llm,gemini-1.5-flash-simulated,45,0.0001,2026-09-17T15:01:01.234368
19be77de-a4b8-49d8-a9fb-cfbbd1a63130,867da5d4-dbf0-4833-aae2-0ab513387f23,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, put your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,1,0.0,2026-09-17T15:01:01.433921
9f0c0450-a08c-43e1-919b-297063fcaae0,867da5d4-dbf0-4833-aae2-0ab513387f23,TASK-ENG-001,CHILD-001,2,strong,fallback,Put the paper in the green bin.,7,tap_and_place,local_fallback_template,rule_fallback_v1,0,0.0,2026-09-17T15:01:01.488533
55de458a-8b32-4cb6-9aca-8dab43b57380,f69379a2-a347-4c01-a128-c62ce65b84d0,TASK-ENG-001,CHILD-001,1,moderate,fallback,"First, put your crayons in the box.",7,tap_and_place,local_fallback_template,rule_fallback_v1,4,0.0,2026-09-17T15:01:01.669592
343200bb-f3a3-4d0b-8703-9c4e0b549530,8a9a5314-c46b-42ef-8e40-8237383593fd,TASK-ENG-002,CHILD-001,1,moderate,rule,Put each animal in its home.,6,drag_and_drop,local_template,rule_engine_v1,1,0.0,2026-09-17T15:01:01.706760
f3d78d2d-f064-4437-a09e-040796e3c94f,8a9a5314-c46b-42ef-8e40-8237383593fd,TASK-ENG-002,CHILD-001,2,strong,rule,Find where the fish lives.,5,two_picture_choice,local_template,rule_engine_v1,0,0.0,2026-09-17T15:01:01.756639
70fde3df-0c95-4487-a1b1-8b414efad006,8a9a5314-c46b-42ef-8e40-8237383593fd,TASK-ENG-002,CHILD-001,3,strong,rule,Look at fish. Choose: water or tree?,7,two_picture_choice,local_template,rule_engine_v1,0,0.0,2026-09-17T15:01:01.826213
d6cfa7c0-e18e-4c7d-8904-7fc15a5d8696,d8b21811-36fb-4280-ba88-6e27a6437f33,TASK-ENG-002,CHILD-003,1,mild,rule,Put each animal in its home.,6,drag_and_drop,local_template,rule_engine_v1,4,0.0,2026-09-17T15:01:01.948504
3bae6256-6a07-4313-9478-e2e9b37e8503,d8b21811-36fb-4280-ba88-6e27a6437f33,TASK-ENG-002,CHILD-003,2,moderate,rule,Where does the fish live?,5,two_picture_choice,local_template,rule_engine_v1,1,0.0,2026-09-17T15:01:02.007332
5f0b7363-e68f-42eb-b2b0-29fa9765921b,b4c3b5ed-35bc-4585-b4ef-69a82f9dad9f,TASK-ENG-001,CHILD-001,1,moderate,rule,"First, put your crayons in the box.",7,tap_and_place,local_template,rule_engine_v1,3,0.0,2026-09-17T15:01:02.198946
