summary_id,record_id,dataset_layer,quality_status,overall_quality_score,rules_executed,rules_passed,warnings_count,errors_count,critical_count,requires_expert_review,research_eligible,approved_for_child_delivery
SUM-5b3484634b1d,SIMP-EN-0183,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-17690bc7990c,SIMP-EN-0184,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-f08c5290619e,SIMP-EN-0185,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-e6d73b2a2e2a,SIMP-EN-0186,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-48cce816f430,SIMP-EN-0187,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-f884fca50f3b,SIMP-EN-0188,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-e185c169dbec,SIMP-EN-0189,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-d1e5fc5d987c,SIMP-EN-0190,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-4192c223b1a5,SIMP-EN-0191,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-5fe38b32ba73,SIMP-EN-0192,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-ba45c3b1bbf3,SIMP-EN-0193,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-6fd50c738068,SIMP-EN-0194,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-db05d1b678ea,SIMP-EN-0195,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-7f2ba0b41077,SIMP-EN-0196,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-ea6cdbac7f2a,SIMP-EN-0197,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-c689378b3e04,SIMP-EN-0198,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-16794c4dfdb6,SIMP-EN-0199,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-6d8caf1cc2d2,SIMP-EN-0200,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-b7dbf9c5c2ee,SIMP-EN-0201,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-7c8e777f0dd7,SIMP-EN-0202,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-f3bab59a0ee3,SIMP-EN-0203,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-43c0ccefc0e6,SIMP-EN-0204,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-bcc1acc38a27,SIMP-EN-0205,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-5c8f1ba9e31e,SIMP-EN-0206,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-304fa6527d44,SIMP-EN-0207,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-8afb646f8ae6,SIMP-EN-0208,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-59bf8af468b1,SIMP-EN-0209,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-b0778f8bb523,SIMP-EN-0210,simplification_corpus,automatic_check_passed,100.0,14,14,0,0,0,True,False,False
SUM-153dab827b8e,LEX-EN-000001,lexicons,manual_review_required,97.75,12,11,1,0,0,True,False,False
SUM-db20c8553037,LEX-EN-000002,lexicons,manual_review_required,97.75,12,11,1,0,0,True,False,False
SUM-ae8a4a00e09e,LEX-EN-000003,lexicons,manual_review_required,94.75,12,10,2,0,0,True,False,False
SUM-1b747292c405,LEX-EN-000004,lexicons,manual_review_required,97.75,12,11,1,0,0,True,False,False
SUM-387e6a22149f,LEX-EN-000005,lexicons,manual_review_required,97.75,12,11,1,0,0,True,False,False
SUM-15178a7a8166,LEX-EN-000006,lexicons,manual_review_required,97.75,12,11,1,0,0,True,False,False
SUM-8e7bda83143e,LEX-EN-000007,lexicons,manual_review_required,97.75,12,11,1,0,0,True,False,False
SUM-a2dabd0ff86a,LEX-EN-000008,lexicons,manual_review_required,97.75,12,11,1,0,0,True,False,False
SUM-6d351f55fd93,LEX-EN-000009,lexicons,manual_review_required,97.75,12,11,1,0,0,True,False,False
SUM-d1825d8e02a9,LEX-EN-000010,lexicons,manual_review_required,97.75,12,11,1,0,0,True,False,False
SUM-0f0af5215ba7,LEX-EN-000011,lexicons,manual_review_required,97.75,12,11,1,0,0,True,False,False
SUM-9097a249ccc9,LEX-EN-000012,lexicons,manual_review_required,97.75,12,11,1,0,0,True,False,False
SUM-cc962436a7d1,LEX-EN-000013,lexicons,manual_review_required,97.75,12,11,1,0,0,True,False,False
SUM-6fe3315852c0,LEX-EN-000014,lexicons,manual_review_required,97.75,12,11,1,0,0,True,False,False
SUM-27f4e39e269a,LEX-EN-000015,lexicons,manual_review_required,97.75,12,11,1,0,0,True,False,False
SUM-aeb65ba5e030,LEX-EN-000016,lexicons,manual_review_required,97.75,12,11,1,0,0,True,False,False
SUM-f5f75c3ffc67,LEX-EN-000017,lexicons,manual_review_required,97.75,12,11,1,0,0,True,False,False
SUM-582efbc60ef4,LEX-EN-000018,lexicons,manual_review_required,97.75,12,11,1,0,0,True,False,False
